282,21,Lucas Leiva,8,m
283,7,James Milner,8,m
284,5,Georginio Wijnaldum,8,m
285,16,Marko Grujic,8,m
286,66,Trent Alexander-Arnold,8,m
287,25,Cameron Brannagan,8,m
288,54,Sheyi Ojo,8,m
289,68,Pedro Chirivella,8,m
290,35,Kevin Stewart,8,m
291,55,Herbie Kane,8,m
292,11,Roberto Firmino,8,f
293,15,Daniel Sturridge,8,f
294,19,Sadio Mane,8,f
295,28,Danny Ings,8,f
296,27,Divock Origi,8,f
297,13,Willy Caballero,9,g
298,1,Claudio Bravo,9,g
299,53,Tosin Adarabioyo,9,d
300,22,Gael Clichy,9,d
301,24,John Stones,9,d
302,77,Cameron Humphreys,9,d
303,69,Jose Tasende,9,d
304,11,Aleksandar Kolarov,9,d
305,4,Vincent Kompany,9,d
306,30,Nicolas Otamendi,9,d
307,3,Bacary Sagna,9,d
308,5,Pablo Zabaleta,9,d
309,50,Pablo Maffeo,9,d
310,58,Charlie Oliver,9,d
311,71,Erik Sarmiento,9,d
312,74,Ellis Plummer,9,d
313,81,Demeaco Duhaney,9,d
314,86,Ash Kigbu,9,d
315,21,David Silva,9,m
316,17,Kevin De Bruyne,9,m
317,21,Ilkay Gundogan,9,m
318,19,Leroy Sane,9,m
319,18,Fabian Delph,9,m
320,25,Fernandinho,9,m
321,6,Fernando,9,m
322,61,James Horsfield,9,m
323,15,Jesus Navas,9,m
324,76,Aleix Garcia,9,m
325,78,Rodney Kongolo,9,m
326,7,Raheem Sterling,9,m
327,42,Yaya Toure,9,m
328,55,Brahim Diaz,9,m
329,57,Aaron Nemane,9,m
330,67,Paolo Fernandes,9,m
331,70,Isaac Bucley,9,m
332,82,Jacob Davenport,9,m
333,83,Marcus Wood,9,m
334,84,Sadou Diallo,9,m
335,85,Will Patching ,9,m
336,87,Javairo Dilrosun,9,m
337,10,Kun Aguero,9,f
338,72,Kelechi Iheanacho,9,f
339,24,Nolito,9,f
340,65,Lukas Nmecha,9,f
341,66,Zackarias Faour,9,f
342,49,Denzeil Boadu,9,f
343,68,Thiery Ambrose,9,f
344,1,David De Gea,10,g
345,32,Sam Johnstone,10,g
346,20,Sergio Romero,10,g
347,17,Daley Blind,10,d
348,36,Matteo Darmian,10,d
349,24,Timothy Fosu-Mensah,10,d
350,4,Phil Jones,10,d
351,5,Marcos Rojo,10,d
352,3,Eric Bailly,10,d
353,23,Luke Shaw,10,d
354,12,Chris Smalling,10,d
355,38,Axel Tuanzebe,10,d
356,25,Antonio Valencia,10,d
357,21,Ander Herrera,10,m
358,44,Andreas Pereira,10,m
359,6,Paul Pogba,10,m
360,16,Michael Carrick,10,m
361,22,Henry Mkhitaryan,10,m
362,27,Marouane Fellaini,10,m
363,14,Jesse Lingard,10,m
364,8,Juan Mata,10,m
365,28,Morgan Schneiderlin,10,m
366,31,Bastian Schweinsteiger,10,m
367,18,Ashley Young,10,m
368,7,Memphis Depay,10,f
369,48,William Keane,10,f
370,9,Zlatan Ibrahimovic,10,f
371,11,Anthony Martial,10,f
372,19,Marcus Rashford,10,f
373,10,Wayne Rooney,10,f
374,1,Dimitrios Konstantopoulos,11,g
375,12,Brad Guzan,11,g
376,13,Tomas Mejias,11,g
377,26,Víctor Valdes,11,g
378,17,Antonio Barragan,11,d
379,3,Gerorge Friend,11,d
380,25,Calum Chambesrs,11,d
381,24,Emilio N'Sue,11,d
382,4,Daniel Ayala,11,d
383,2,Fabio ,11,d
384,5,Bernardo Espinosa,11,d
385,40,James Husband,11,d
386,7,Grant Leadbitter,11,m
387,16,Carlos de Pena,11,m
388,8,Adam Clayton,11,m
389,14,Marten de Roon,11,m
390,23,Julien De Sart,11,m
391,19,Stewart Downing,11,m
392,21,Gaston Ramirez,11,m
393,34,Adam Forshaw,11,m
394,10,Alvaro Negredo,11,f
395,11,Viktor Fischer,11,f
396,18,Christian Stuani,11,f
397,35,David Nugent,11,f
398,9,Jordan Rhodes,11,f
399,1,Fraser Forster,12,g
400,13,Alex McCarthy,12,g
401,21,Ryan Bertrand,12,d
402,2,Cedric Soares,12,d
403,5,Florin Gardos,12,d
404,6,Jose Fonte,12,d
405,15,Cuco Martina,12,d
406,33,Matt Targett,12,d
407,17,Virgil van Dijk,12,d
408,3,Maya Yoshida,12,d
409,24,Jack Stephens,12,d
410,30,Will Wood,12,d
411,35,Alfie Jones,12,d
412,43,Yan Valery,12,d
413,47,Richard Bakary,12,d
414,48,Ollie Cook,12,d
415,50,Ben Rowthorn,12,d
416,57,Jake Vokins ,12,d
417,4,Jordy Clasie,12,m
418,8,Steven Davis,12,m
419,23,Pierre-Emile Hojberg,12,m
420,27,Lloyd Isgrove,12,m
421,38,Sam McQueen,12,m
422,19,Sofiane Boufal,12,m
423,14,Oriol Romeu,12,m
424,18,Harrison Reed,12,m
425,11,Dusan Tadic,12,m
426,16,James Ward-Prowse,12,m
427,22,Nathan Redmond,12,m
428,23,Pierre-Emile Hojberg,12,m
429,27,Lloyd Isgrove,12,m
430,31,Armani Little,12,m
431,34,Jake Flannigan,12,m
432,37,Harley Willard,12,m
433,38,Sam McQueen,12,m
434,39,Josh Sims,12,m
435,42,Jake Hesketh,12,m
436,49,Thomas O'Connor ,12,m
437,51,Tyreke Johnson,12,m
438,53,Archie Thomas,12,m
439,55,Callum Slattery,12,m
440,58,Aaron O'Driscoll,12,m
441,10,Charlie Austin,12,f
442,9,Jay Rodriguez,12,f
443,7,Shane Long,12,f
444,32,Olufela Olomola,12,f
445,44,Marcus Barnes,12,f
446,45,Ryan Seager,12,f
447,52,Dan N'Lundulu,12,f
448,54,Siph Mdlalose ,12,f
449,35,Daniel Bachmann,13,g
450,1,Jack Butland,13,g
451,24,Shay Given,13,g
452,29,Jakob Haugaard,13,g
453,39,Daniel Gyollai,13,g
454,2,Phil Bardsley,13,d
455,20,Geoff Cameron,13,d
456,8,Glen Johnson,13,d
457,5,Mark Muniesa,13,d
458,3,Erik Pieters,13,d
459,17,Ryan Shawcross,13,d
460,23,Dionatan Teixeira,13,d
461,15,Bruno Martins Indi,13,d
462,42,Joel Taylor,13,d
463,4,Joe Allen,13,m
464,32,Ramadan Sodhi,13,m
465,16,Charlie Adam,13,m
466,14,Ibrahim Afellay,13,m
467,21,Giannelli Imbula,13,m
468,7,Stephen Ireland,13,m
469,22,Xherdan Shaqiri,13,m
470,34,Oliver Shenton,13,m
471,6,Glenn Whelan,13,m
472,38,Eddy Lecygne,13,m
473,41,Mark Waddington,13,m
474,10,Marko Arnautovic,13,f
475,27,Bojan,13,f
476,25,Peter Crouch,13,f
477,18,Mame Biram Diouf,13,f
478,12,Wilfried Bony,13,f
479,11,Mato Joselu,13,f
480,19,Jonathan Walters,13,f
481,37,Dom Telford,13,f
482,45,Julien Ngoy,13,f
483,1,Vito Mannone,14,g
484,13,Jordan Pickford,14,g
485,32,Max Stryjek,14,g
486,31,Tom Beadling,14,d
487,5,Papy Djilobodji,14,d
488,2,Billy Jones,14,d
489,23,Lamine Kone,14,d
490,16,John O'Shea,14,d
491,45,Josh Robson,14,d
492,34,Tom Robson,14,d
493,3,Patrick van Aanholt,14,d
494,19,Paddy McNair,14,d
495,22,Donald Love,14,d
496,21,Javi Manquillo,14,d
497,43,Michael Ledger,14,d
498,27,Jan Kirchhoff,14,d
499,6,Lee Cattermole,14,m
500,14,Duncan Watmore,14,m
501,39,George Honeyman,14,m
502,10,Wahbi Khazri,14,m
503,7,Sebastian Larsson,14,m
504,8,Jack Rodwell,14,m
505,20,Steven Pienaar,14,m
506,44,Adnan Janujaz,14,m
507,25,Ethan Robson,14,m
508,46,Lynden Gooch,14,m
509,9,Fabio Borini,14,f
510,18,Jermain Defoe,14,f
511,37,Rees Greenwood,14,f
512,38,Mikael Mandron,14,f
513,14,Duncan Watmore,14,f
514,29,Joel Asoro,14,f
515,35,Josh Maja,14,f
516,?,Victor Anichebe,14,f
517,1,Lukasz Fabianski,15,g
518,19,Mark Birighitti,15,g
519,25,Gerhard Tremmel,15,g
520,13,Kristoffer Nordfeldt,15,g
521,22,Angel Rangel,15,d
522,33,Federico Fernandez,15,d
523,2,Jordi Amat,15,d
524,35,Stephen Kingsley,15,d
525,5,Mike van der Hoorn,15,d
526,26,Kyle Naughton,15,d
527,61,Joe Rodon,15,d
528,3,Neil Taylor,15,d
529,31,Aaron Lewis,15,d
530,47,Tyler Reid,15,d
531,57,Keston Davies,15,d
532,63,Ryan Blair,15,m
533,7,Leon Britton,15,m
534,12,Nathan Dyer,15,m
535,24,Jack Cork,15,m
536,8,Leroy Fer,15,m
537,56,Jay Fulton,15,m
538,51,Daniel James,15,m
539,4,Ki Sung-Yueng,15,m
540,20,Jefferson Montero,15,m
541,15,Wayne Routledge,15,m
542,23,Gylfi Sigurosson,15,m
543,34,Jack Evans,15,m
544,37,Tom Dyson,15,m
545,38,Adnan Maric,15,m
546,43,Alex Bray,15,m
547,48,George Byers,15,m
548,49,Tom Holland ,15,m
549,63,Ryan Blair ,15,m
550,10,Borja Gonzalez,15,f
551,17,Modou Barrow,15,f
552,9,Fernando Llorente,15,f
553,18,Bafetimbi Gomis,15,f
554,39,Owain Jones,15,f
555,36,Botti Bia-Bi,15,f
556,41,Jordan Garrick,15,f
557,54,Alex Samuel,15,f
558,62,Oliver McBurnie,15,f
559,40,Tom Glover,16,g
560,1,Hugo Lloris,16,g
561,31,Alfie Whiteman,16,g
562,13,Michel Vorm,16,g
563,30,Papu Lopez,16,g
564,4,Toby Alderweireld,16,d
565,38,Cameron Carter-Vickers,16,d
566,33,Ben Davies,16,d
567,3,Danny Rose,16,d
568,16,Kieran Trippier,16,d
569,5,Jan Vertonghen,16,d
570,2,Kyle Walker,16,d
571,27,Kevin Wimmer,16,d
572,17,Moussa Sissoko,16,m
573,12,Victor Wanyama,16,m
574,20,Dele Alli,16,m
575,28,Tom Carroll,16,m
576,19,Mousa Dembele,16,m
577,15,Eric Dier,16,m
578,23,Christian Eriksen,16,m
579,11,Èrik Lamela,16,m
580,29,Harry Winks,16,m
581,14,Gerorges-Kevin Nkoudou,16,m
582,25,Joshua Onomah,16,m
583,45,Anton Walkers,16,m
584,46,Luke Amos,16,m
585,48,Marcus,16,m
586,10,Harry Kane,16,f
587,7,Heung-min Son,16,f
588,9,Vincent Janssen,16,f
589,37,Kyle Walker-Peters,16,f
590,39,Shayon Harrison,16,f
591,1,Heurelho Gomes,17,g
592,34,Giedrius Arlauskis,17,g
593,30,Costel Pantilimon,17,g
594,27,Christian Kabasele,17,d
595,3,Miguel Britos,17,d
596,15,Craig Cathcart,17,d
597,6,Adrian Mariappa,17,d
598,4,Younes Kaboul,17,d
599,26,Brice Dja Djedje,17,d
600,14,Juan Paredes,17,d
601,5,Sebastian Prodl,17,d
602,22,Daryl Janmaat,17,d
603,25,Jose Holebas,17,m
604,29,Etienne Capoue,17,m
605,17,Adlene Guedioura,17,m
606,7,Nordin Amrabat,17,m
607,4,Mario Suarez,17,m
608,11,Valon Berhami,17,m
609,18,Camilo Zuniga,17,m
610,23,Ben Watson,17,m
611,37,Roberto Pereyra,17,m
612,9,Troy Deeney,17,f
613,24,Odion Ighalo,17,f
614,10,Jerome Sinclair,17,f
615,12,Kenedy,17,f
616,33,Stefano Okaka Chuka,17,f
617,10,Isaac Success,17,f
618,1,Ben Foster,18,g
619,13,Boaz Myhill,18,g
620,38,Jack Rose,18,g
621,31,Alex Palmer,18,g
622,25,Craig Dawson,18,d
623,6,Jonny Evans,18,d
624,23,Gareth McAuley,18,d
625,3,Jonas Olsson,18,d
626,20,Brendon Galloway,18,d
627,2,Allan-Romeo Nyom,18,d
628,20,Brendan,18,d
629,49,Kane Wilson,18,d
630,11,Chris Brunt,18,m
631,42,Kyle Edwards,18,m
632,47,Sam Field,18,m
633,24,Darren Fletcher,18,m
634,8,Craig Gardner,18,m
635,7,James Morrison,18,m
636,22,Nacer Chadli,18,m
637,5,Claudio Yacob,18,m
638,10,Matt Phillips,18,m
639,18,Saido Berahino,18,f
640,45,Jonathan Leko,18,f
641,14,James McClean,18,m
642,19,Callum McManaman,18,f
643,33,Salomon Rondon,18,f
644,4,Hal Robson-Kanu,18,f
645,13,Adrian,19,g
646,1,Darren Randolph,19,g
647,34,Raphael Spiegel,19,g
648,22,Sam Byram,19,d
649,19,James Collins,19,d
650,3,Aaron Cresswell,19,d
651,35,Reece Oxford,19,d
652,25,Doneil Henry,19,d
653,21,Angelo Ogbonna,19,d
654,2,Winston Reid,19,d
655,5,Alvaro Arbeloa,19,d
656,4,Havard Nordtveit,19,d
657,26,Arthur Masuaku,19,d
658,30,Michail Antonio,19,m
659,43,Marcus Browne,19,m
660,41,Declan Rice,19,m
661,8,Cheikhou Kouyate,19,m
662,28,Manuel Lanzini,19,m
663,16,Mark Noble,19,m
664,17,Gokhan Tore,19,m
665,27,Dimitri Payet,19,m
666,20,Andre Ayew,19,m
667,23,Diego Poyet,19,m
668,7,Sofiane Feghouli,19,m
669,46,Moses Makasi,19,m
670,14,Pedro Obiang,19,m
671,36,Domingos Quina,19,m
672,31,Edimilson Fernandes,19,m
673,9,Andy Carroll,19,f
674,11,Simone Zaza,19,f
675,29,Antonio Martinez,19,f
676,28,Jonathan Calleri,19,f
677,40,Djair Parfitt-Williams,19,f
678,24,Ashley Fletcher,19,f
679,15,Diafra Sakho,19,f
